w_axis,data
2.16,36.64754446990137
2.16,28.404695151935837
2.16,31.53744412191535
2.17,36.64859257789518
2.17,28.372166317622412
2.17,31.497051544844627
2.18,36.64961674294198
2.18,28.340143897061875
2.18,31.456992138693085
2.19,36.65061778549287
2.19,28.308612742127483
2.19,31.41726189118344
2.2,36.65159651947951
2.2,28.277576684295063
2.2,31.377856870939198
2.21,36.652553624115015
2.21,28.247024691579004
2.21,31.338773224692506
2.22,36.65348985181245
2.22,28.216950114046636
2.22,31.300008260802358
2.23,36.65440589079496
2.23,28.18735078509998
2.23,31.26155501597866
2.24,36.655302395865974
2.24,28.158208072706774
2.24,31.22341311448064
2.25,36.65617997027698
2.25,28.129526558600197
2.25,31.18557803545364
2.26,36.657039226735854
2.26,28.101296569518123
2.26,31.14804588589069
2.27,36.657880623541075
2.27,28.073511804950606
2.27,31.110813623841302
2.28,36.658705045206595
2.28,31.073884357362108
2.28,28.046166033886127
2.29,36.659512686132636
2.29,31.03723505612999
2.29,28.01925309407621
2.3,27.992765737690085
2.3,36.660304189449974
2.3,31.000881945939945
2.31,27.966700229077397
2.31,36.6610799962355
2.31,30.964815574859013
2.32,27.941049466274446
2.32,36.661840588730854
2.32,30.929032677937013
2.33,27.915807554209746
2.33,36.66258641392455
2.33,30.893530175523573
2.34,27.890968663917597
2.34,36.66331790132168
2.34,30.858305032533707
2.35,27.866527010060018
2.35,36.664035463797156
2.35,30.823354260900217
2.36,27.842476934560075
2.36,36.66473949839917
2.36,30.788674928108346
2.37,27.81881278266217
2.37,36.66543038710607
2.37,30.754264148704003
2.38,27.795528983857956
2.38,36.66610849754006
2.38,30.7201190845096
2.39,27.77262003132896
2.39,36.66677418364019
2.39,30.686236943445707
2.4,27.7500804815455
2.4,36.6674277863253
2.4,30.652614978398173
2.41,27.72790495386973
2.41,36.66806963397767
2.41,30.61925048612872
2.42,36.66870006019404
2.42,27.706089453124175
2.42,30.586140806225945
2.43,36.66931929750895
2.43,27.684626091993035
2.43,30.553283320095154
2.44,36.669928011881545
2.44,27.663510984748065
2.44,30.520675449984637
2.45,36.670525629579046
2.45,27.642738998380523
2.45,30.488314658046402
2.46,27.622305049975832
2.46,36.67111324025883
2.46,30.456198445430022
2.47,27.602202761203415
2.47,36.67169082584577
2.47,30.424324351407233
2.48,27.582429930524548
2.48,36.67225865096349
2.48,30.39268995252657
2.49,27.56298028941015
2.49,36.67281696251754
2.49,30.3612917033644
2.5,27.543849015024765
2.5,36.673365999103794
2.5,30.33013117852521
2.51,27.525031326905907
2.51,36.673905991357145
2.51,30.299201234391763
2.52,27.506522514266535
2.52,36.67443716228289
2.52,30.26850209904042
2.53,27.488317917497017
2.53,36.67495972757136
2.53,30.23803107302381
2.54,27.470412938796503
2.54,36.675473895897156
2.54,30.207785940278015
2.55,27.45280303667463
2.55,36.67597986920372
2.55,30.177763250534657
2.56,27.435485240332735
2.56,36.67647784297403
2.56,30.14796465006342
2.57,27.418452112570293
2.57,36.67696800648839
2.57,30.11838421824348
2.58,27.401700777497368
2.58,36.67745054306974
2.58,30.08901980701057
2.59,27.385226919063804
2.59,36.677925630317475
2.59,30.05987198242148
2.6,27.369026290119788
2.6,36.67839344033034
2.6,30.030937405679957
2.61,27.3530946583286
2.61,36.67885413991866
2.61,30.002214072144568
2.62,27.337427885286832
2.62,36.679307890807095
2.62,29.973700005046886
2.63,27.322021873685415
2.63,36.67975484982801
2.63,29.945393254956645
2.64,27.30687257987522
2.64,36.68019516910584
2.64,29.917291899261322
2.65,27.291976013414757
2.65,36.68062899623338
2.65,29.889394041659447
2.66,27.27732823663934
2.66,36.68105647444005
2.66,29.861697811667398
2.67,27.262925364227407
2.67,36.68147774275267
2.67,29.83420136413898
2.68,27.24876354270657
2.68,36.68189293614934
2.68,29.80690287879725
2.69,27.234839029415195
2.69,36.68230218570629
2.69,29.779800559778355
2.7,27.22114807414686
2.7,36.682705618738595
2.7,29.752892635186754
2.71,27.20768699654539
2.71,36.68310335893464
2.71,29.726177356661587
2.72,27.194452166389116
2.72,36.68349552648493
2.72,29.699652998953532
2.73,27.181440033800666
2.73,36.683882238205506
2.73,29.67331785951224
2.74,27.168647007874345
2.74,36.68426360765588
2.74,29.647170258083406
2.75,27.156069635256475
2.75,36.68463974525239
2.75,29.62120962862237
2.76,27.143704481824937
2.76,36.685010758376514
2.76,29.595431057376604
2.77,27.131548161363053
2.77,36.685376751478884
2.77,29.569836205578014
2.78,27.1195973351366
2.78,36.685737826179036
2.78,29.544422386009433
2.79,27.107848711526696
2.79,36.68609408136111
2.79,29.519188024180483
2.8,27.09629904586289
2.8,36.68644561326553
2.8,29.494131565671115
2.81,27.0849451411782
2.81,36.68679251557721
2.81,29.469251475789722
2.82,27.073783766738405
2.82,36.687134879510104
2.82,29.44454623923912
2.83,27.062811952775846
2.83,36.687472793888425
2.83,29.42001435978963
2.84,27.05202656696016
2.84,36.68780634522471
2.84,29.395654359959448
2.85,27.0414245923585
2.85,36.68813561779484
2.85,29.37146478070217
2.86,27.03100305269483
2.86,36.6884606937101
2.86,29.347444181100705
2.87,27.020759013475065
2.87,36.688781652986464
2.87,29.32359113806805
2.88,27.01068958579737
2.88,36.68909857361126
2.88,29.29990424605426
2.89,27.000791921931256
2.89,36.68941153160735
2.89,29.276382116759645
2.9,26.991063216017267
2.9,36.68972060109465
2.9,29.25302337885397
2.91,26.981500703453207
2.91,36.690025854349656
2.91,29.22982667770149
2.92,26.97210165563915
2.92,36.69032736186256
2.92,29.20679067509174
2.93,26.962863386604713
2.93,36.690625192392226
2.93,29.183914048975502
2.94,26.953783271906254
2.94,36.69091941301929
2.94,29.16119549320451
2.95,26.94485869729536
2.95,36.69121008919707
2.95,29.138633717288908
2.96,26.936087098307667
2.96,36.69149728480098
2.96,29.116227446127457
2.97,26.927465949138696
2.97,36.69178106217575
2.97,29.09397541978601
2.98,26.918992781115968
2.98,36.69206148126797
2.98,29.07187639324837
2.99,26.91066510947113
2.99,36.69233885586986
2.99,29.049929136184712
3.0,26.9024805379865
3.0,36.692612802989686
3.0,29.028132433300748
