w_axis,data
1.44,32.63249803783177
1.45,32.538815635899084
1.46,35.96757028329245
1.47,32.35543271590155
1.48,35.65931716115143
1.49,32.177220640330816
1.5,32.09000410137188
1.51,32.00402179300324
1.52,31.919255162376707
1.53,31.835686447891263
1.54,31.75329806353877
1.55,31.672072922295
1.56,31.59199433790206
1.57,31.51304600834842
1.58,31.435211996024556
1.59,34.61192808502034
1.6,34.53709725491444
1.61,34.46373979724163
1.62,34.39173584372527
1.63,34.32098296209397
1.64,34.251395716064614
1.65,34.18290126534803
1.66,30.850851243000164
1.67,34.0489479130037
1.68,33.9833865653198
1.69,30.648344325373333
1.7,30.582751747793303
1.71,30.518093074915054
1.72,30.454356163658023
1.73,30.39152912363125
1.74,30.329598925099994
1.75,33.54737916401336
1.76,30.208389270450347
1.77,30.149083337062464
1.78,30.090631248991805
1.79,30.033020653885146
1.8,29.976242255512226
1.81,29.920285305224233
1.82,29.865131668295426
1.83,29.81077941269799
1.84,29.75721878047547
1.85,29.70443390125028
1.86,29.652419473302494
1.87,29.601165309340367
1.88,29.55065811740605
1.89,29.50089189157412
1.9,29.451855966556508
1.91,29.403540986057276
1.92,29.355937705872044
1.93,29.30904006052529
1.94,29.262832910842977
1.95,29.217310377563884
1.96,29.17246364071786
1.97,29.128283980938715
1.98,29.08476277749907
1.99,29.041891506443715
2.0,28.999661738817146
2.01,28.958065138980984
2.02,28.917093463019
2.03,28.876738557228684
2.04,28.836992361884995
2.05,28.79784688745267
2.06,28.759294250629097
2.07,28.721326645547656
2.08,28.683936351186258
2.09,28.64711573199169
2.1,28.61085724231038
2.11,28.575153443314193
2.12,28.539992797869974
2.13,28.505378118108595
2.14,28.471294035328793
2.15,28.437735370765488
2.16,28.404695151935837
2.17,28.372166317622412
2.18,28.340143897061875
2.19,28.308612742127483
2.2,28.277576684295063
2.21,28.247024691579004
2.22,28.216950114046636
2.23,28.18735078509998
2.24,28.158208072706774
2.25,28.129526558600197
2.26,28.101296569518123
2.27,28.073511804950606
2.28,28.046166033886127
2.29,28.01925309407621
2.3,27.992765737690085
2.31,27.966700229077397
2.32,27.941049466274446
2.33,27.915807554209746
2.34,27.890968663917597
2.35,27.866527010060018
2.36,27.842476934560075
2.37,27.81881278266217
2.38,27.795528983857956
2.39,27.77262003132896
2.4,27.7500804815455
2.41,27.72790495386973
2.42,27.706089453124175
2.43,27.684626091993035
2.44,27.663510984748065
2.45,27.642738998380523
2.46,27.622305049975832
2.47,27.602202761203415
2.48,27.582429930524548
2.49,27.56298028941015
2.5,27.543849015024765
2.51,27.525031326905907
2.52,27.506522514266535
2.53,27.488317917497017
2.54,27.470412938796503
2.55,27.45280303667463
2.56,27.435485240332735
2.57,27.418452112570293
2.58,27.401700777497368
2.59,27.385226919063804
2.6,27.369026290119788
2.61,27.3530946583286
2.62,27.337427885286832
2.63,27.322021873685415
2.64,27.30687257987522
2.65,27.291976013414757
2.66,27.27732823663934
2.67,27.262925364227407
2.68,27.24876354270657
2.69,27.234839029415195
2.7,27.22114807414686
2.71,27.20768699654539
2.72,27.194452166389116
2.73,27.181440033800666
2.74,27.168647007874345
2.75,27.156069635256475
2.76,27.143704481824937
2.77,27.131548161363053
2.78,27.1195973351366
2.79,27.107848711526696
2.8,27.09629904586289
2.81,27.0849451411782
2.82,27.073783766738405
2.83,27.062811952775846
2.84,27.05202656696016
2.85,27.0414245923585
2.86,27.03100305269483
2.87,27.020759013475065
2.88,27.01068958579737
2.89,27.000791921931256
2.9,26.991063216017267
2.91,26.981500703453207
2.92,26.97210165563915
2.93,26.962863386604713
2.94,26.953783271906254
2.95,26.94485869729536
2.96,26.936087098307667
2.97,26.927465949138696
2.98,26.918992781115968
2.99,26.91066510947113
3.0,26.9024805379865
